squareMeters,numberOfRooms,floors,numPrevOwners,basement,attic,garage,price
79647,3,61,5,4387,1227,775,7974272.1
18315,64,77,7,2273,5593,123,1837517.1
43224,55,92,7,3889,7735,522,4327213.7
8423,41,86,5,7805,5939,168,848903.9
62766,25,23,5,4652,7173,724,6281751.3
28106,70,37,2,2819,5476,150,2812207
72178,26,20,6,8235,4354,723,7219819
66866,12,63,4,8431,2007,122,6692180.3
1296,39,42,1,4394,5959,390,134386.5
27302,4,42,8,6334,9909,381,2731742
60166,29,29,9,396,9674,142,6020914.5
52297,79,41,10,8046,1826,993,5236809
82968,98,97,8,6424,6461,601,8308551.8
88977,68,50,6,126,5773,231,8901399.8
51182,34,21,6,9186,7715,502,5120582
84400,35,16,2,426,8647,219,8443276
39699,99,48,3,9525,6156,358,3979425.7
78396,52,41,5,3778,9042,968,7845427.6
30894,25,12,7,3323,5498,291,3090970
30164,37,55,5,1904,1677,399,3021646.7
5264,4,60,7,1666,4155,377,535227
69246,63,29,3,4516,5884,154,6927717.5
13405,13,68,4,8113,1641,921,1350019.7
61869,96,3,2,6093,3800,343,6187458.3
79666,66,14,8,2193,9488,399,7969998.7
16257,5,11,7,7940,5932,679,1626865.6
8515,68,35,10,2324,8987,537,860887
41832,91,43,7,1528,4961,893,4192258.2
37098,69,23,4,3009,3202,862,3713807.4
24604,28,86,8,1129,5545,662,2472003
42098,82,90,1,6078,145,751,4217661.3
40926,15,71,10,5434,3707,335,4098433.9
6459,52,61,2,5048,2439,635,652739.6
86353,55,4,3,4619,7844,462,8639234.8
43954,38,4,9,3088,1388,846,4401306.3
73568,8,29,7,6621,9469,464,7358227.8
36343,1,39,4,6632,4399,291,3641586.3
65797,89,3,6,9074,2035,396,6584708.2
32191,41,18,5,3288,7908,707,3224795.9
13574,88,27,9,3768,7759,1000,1363541.6
20683,36,96,2,528,6421,576,2076684.5
48100,18,68,1,6066,9635,790,4821619.8
14142,21,13,3,9113,6333,287,1415823.1
518,35,86,2,6158,1655,808,58191.5
24631,96,78,1,4126,8958,481,2465183
41178,97,52,10,3529,533,652,4128828.2
92787,82,29,4,1351,8702,647,9287386
33190,84,82,9,6824,7586,687,3326422.6
85059,90,71,6,5470,4479,762,8512407.8
85569,56,35,1,1784,9702,811,8562874.9
36140,96,48,1,7608,6220,748,3619301.1
38812,19,6,8,302,6595,635,3882476.9
61263,53,43,5,9808,7951,236,6128289.4
39453,62,43,8,5382,6816,668,3954111.1
53063,39,63,8,4749,5479,769,5315445.2
9539,35,30,1,3572,9660,155,955981.4
5090,11,25,7,1795,376,512,514415
25765,67,34,7,6281,571,882,2585769.5
4134,42,73,5,8859,8440,700,426775.9
35216,26,67,2,4620,2337,282,3528669.3
51383,82,34,2,8740,880,674,5146945.6
19446,22,58,10,1437,2804,391,1947709.8
26291,88,40,1,416,5885,127,2641330.1
48353,19,73,6,1169,1768,153,4843230.1
59649,55,9,4,1066,8312,507,5967491
37557,3,41,8,755,4009,984,3764785.9
21502,22,60,3,5288,1253,827,2158299.7
29444,29,63,6,8178,898,199,2947292.8
74274,64,65,6,8878,9961,757,7432674.1
49731,77,3,2,1446,2317,434,4975166
86718,55,5,8,1608,3383,729,8672580.3
16267,24,41,7,5479,1592,345,1629931.5
15307,47,66,2,3608,8521,295,1538791.5
49466,35,53,7,2235,8954,110,4953389.4
58624,93,32,8,9365,6517,398,5870459.9
67371,89,84,2,2161,6476,807,6746013.4
52956,64,40,5,6280,1773,462,5303955
49399,76,38,8,8078,8975,242,4950254.1
35423,62,15,5,4448,6601,556,3547246.9
48032,91,45,9,2287,5310,381,4810320.6
92391,15,13,3,2212,1564,456,9241057.9
39130,94,61,5,1792,4036,470,3914756
54337,33,32,1,6833,9708,694,5441692.2
98764,66,29,10,7206,5816,455,9879117.6
42847,91,27,10,4344,1953,588,4288330.8
33764,43,86,2,7408,254,595,3389722.7
32758,51,81,10,7548,1005,678,3282188.1
64736,94,24,2,9847,3454,443,6480225.6
6118,7,55,1,7278,4702,861,616891.9
62616,62,93,9,9019,348,835,6270489.3
8518,62,29,1,2261,8688,104,858004.2
54366,73,92,3,5120,2566,393,5443046.5
52421,79,82,5,2290,5274,369,5250391.4
39862,94,20,8,9131,8568,414,3988399.5
96018,65,43,5,5812,6593,963,9606040.6
94570,90,99,4,2875,787,970,9464877.7
1175,21,51,4,9592,732,592,122471.5
14641,25,36,2,8063,9949,535,1473780.9
30385,44,75,4,1210,4794,761,3051131.3
23854,10,23,3,3882,8632,253,2390350.4
99354,49,88,4,4318,5147,954,9942738.4
79464,97,40,10,2747,9431,723,7952013.3
80209,67,40,1,2483,1277,494,8027741.1
47084,2,72,5,5826,4843,575,4717867.9
75901,87,1,7,9385,4421,281,7594895.8
69919,54,49,1,9331,790,500,6997870.6
41594,7,7,1,8257,6070,257,4160091.1
52162,16,44,3,8191,1129,239,5220357.7
60168,71,19,8,2369,6438,252,6021842.1
53146,30,14,8,2207,9239,541,5316210.2
24136,47,50,6,9862,8547,487,2415551.5
50294,95,32,8,280,4076,947,5034880
84964,44,51,8,1889,9959,891,8503675.8
18208,8,62,1,642,5290,123,1828906.9
43859,14,8,9,35,3697,780,4386678.1
52684,87,93,3,7732,4268,533,5278268
44683,7,86,3,4564,7610,901,4478099.9
6203,50,91,10,5438,564,853,625883.8
82511,35,23,5,2628,6336,127,8257231
71999,79,46,5,5515,4050,460,7203573.7
26883,68,20,2,3583,3508,620,2694154.4
12629,13,40,1,8921,9935,859,1267009.8
91709,44,38,1,8151,7011,225,9179791.6
2334,34,13,8,6054,1842,161,237756
8700,57,58,2,4450,8,600,874129.8
46119,14,68,1,9174,3376,742,4619757.8
71199,3,26,3,4509,1124,856,7124887.1
27226,80,77,2,2978,4685,775,2726812.4
9940,2,66,4,5152,876,205,1003072.4
98580,21,26,5,3988,547,960,9863261
12604,90,86,9,3366,8537,909,1267881.8
85016,46,75,3,2665,9509,881,8509064
67625,42,84,8,201,5060,278,6771896.3
47740,99,25,4,2918,3789,552,4777126.7
74234,94,20,5,9576,1323,734,7426071.4
40006,89,29,2,7358,4689,813,4007111.6
88108,55,87,3,274,1481,469,8822236.3
54421,23,60,5,9390,3313,261,5453842.3
7608,54,99,7,937,2352,717,768431.4
94981,43,68,4,4133,3224,814,9511938.5
34053,39,42,1,9813,3777,142,3410530.1
3584,33,44,8,6355,9665,562,362799.9
14115,92,85,5,4415,3297,949,1423276.7
5289,22,41,5,3804,6242,800,533700.6
68122,5,28,10,5384,9356,736,6817832.9
13905,62,68,7,7859,3320,257,1397942.4
42395,22,98,5,3797,1231,644,4247150.8
75681,7,35,4,1,368,510,7570076.2
8161,36,78,3,2318,259,410,827591
17779,66,24,10,5716,5386,360,1782565.7
48794,71,28,7,55,7414,245,4883814.1
3010,16,34,1,3732,5916,575,303807.3
90837,37,61,8,6327,2299,667,9090669.9
20795,47,74,7,4179,198,945,2086273
87239,3,93,4,1532,3918,494,8734952.2
89115,48,15,9,9067,8934,398,8915897.4
15897,43,76,7,7266,9326,390,1597325
73666,21,64,1,6661,7217,267,7369418.6
96276,35,81,3,1126,2827,218,9637443.6
36858,26,54,3,902,9025,350,3691169.1
92629,33,33,3,1728,7740,435,9265133.5
85456,85,49,5,5306,7112,285,8549600.8
63345,66,49,9,4117,6265,717,6341209.8
92722,72,82,10,7623,4346,835,9283649.4
93561,24,10,5,5801,5536,777,9357480.1
31536,69,4,7,8825,6894,329,3156707.6
47476,74,74,6,3342,2619,701,4750049.6
60774,97,93,8,7979,5039,510,6079496.7
55301,41,16,4,5239,5396,170,5538946
73300,17,68,3,3555,2298,991,7340967.9
82086,84,87,8,2350,9686,862,8211981.9
79768,39,48,3,1421,7075,929,7984469.9
75486,21,65,2,4226,8490,733,7553287.1
35652,44,37,5,4910,9095,409,3569933.5
15321,1,69,3,4265,1941,694,1540567.8
26644,14,13,9,2780,3558,900,2668720
56876,8,23,2,8951,44,534,5690879
2885,39,47,3,2018,360,544,297053.4
92738,64,32,4,906,8430,350,9279946.3
24927,4,87,3,8981,2441,686,2497368
34038,7,76,10,3292,422,590,3415459.5
22059,41,6,4,2482,7183,645,2208141.1
16996,52,55,2,3070,9681,999,1711593.7
90849,58,79,8,6800,1314,771,9089937.5
90824,80,37,5,8407,3836,537,9089833.2
43018,68,41,10,1684,923,886,4313756.9
79959,74,3,3,2523,7995,528,8000900.4
73126,5,77,7,4204,9856,636,7325036.9
77440,35,25,1,3420,8216,879,7746876.2
33862,46,61,2,5482,4499,668,3389495.7
54338,29,55,9,8801,7475,325,5445334.8
21174,61,70,8,5542,8315,571,2120771.7
17381,91,84,9,9496,1134,262,1740281
11362,53,96,5,9242,9662,914,1144566.2
82123,44,84,5,8400,7843,816,8225077
99365,1,87,8,5927,3259,131,9947716.2
46010,79,52,3,5335,8943,362,4602587.3
81281,90,20,5,6482,9466,365,8134490.1
44429,53,85,6,7746,5877,592,4452099
94351,92,25,5,7090,7928,932,9442863.6
31997,86,19,3,6292,3120,710,3205379.5
56557,6,79,3,4425,3842,382,5660284.3
50538,25,55,6,9132,6011,994,5057375.5
76178,39,16,5,5067,5434,177,7625167.2
33665,51,61,5,2192,6514,611,3370949.9
37177,94,64,3,5049,8856,854,3729279.6
965,48,93,2,8115,6787,417,107936.9
84744,92,92,6,6123,8729,736,8480881.4
54959,75,21,7,7910,4264,593,5506024.7
81571,90,18,9,6969,1225,442,8160905.3
30347,100,7,1,1629,4971,482,3040497.8
14983,40,90,9,1559,1419,460,1505601.4
2300,41,24,6,3401,6666,190,236576.6
37317,18,13,4,9077,880,779,3735933.5
23462,3,49,1,6482,2886,347,2347189
25694,75,96,3,4526,1695,257,2579016.3
88975,15,37,4,6805,4188,880,8905181.3
64953,20,75,4,1855,2954,783,6505257.7
90329,94,26,2,5998,3055,612,9035611.9
20119,35,89,1,6036,7204,813,2019977.1
14667,25,76,7,1524,5081,542,1476554
74490,56,14,3,197,1068,405,7454646.2
38829,1,54,2,746,3788,132,3892902.1
59079,86,93,7,1669,7594,335,5919483.3
3635,25,74,7,7358,5830,386,365064.1
9008,70,93,1,5401,6744,767,904516.4
14588,36,1,7,8154,3685,177,1459601.3
68083,32,75,9,8851,7008,936,6813175.5
92464,91,52,9,1328,8562,742,9253926.8
10118,72,28,4,1491,790,391,1020597.1
18244,9,24,5,3659,3569,923,1829876.4
55541,72,57,3,2339,8872,346,5563234.1
88677,87,60,10,8870,2327,682,8870811.5
19985,58,19,9,4185,9489,765,2006910.9
13087,55,12,8,5984,143,437,1310455.7
21597,33,3,4,7739,8227,583,2165316.8
6931,5,35,3,999,2259,974,698473
73112,24,60,8,3662,3711,811,7325772.4
10037,55,97,5,9027,776,473,1019179.2
38718,26,20,9,9627,9186,135,3876696.9
95739,22,14,7,125,4224,332,9578279.1
7533,92,8,7,9655,5678,840,755909.2
35732,68,58,10,9360,950,430,3579144.7
81109,78,58,7,3207,7598,393,8112966.8
83550,73,49,5,1094,1938,267,8360590.3
14513,22,98,1,4013,1943,246,1458582.5
59417,77,5,5,6043,602,151,5948856.1
62926,48,18,2,512,9187,358,6295093.3
85233,9,33,7,7579,7836,318,8531216.3
60067,78,20,1,7403,829,638,6008200.2
26269,64,30,9,5363,6550,742,2632126.1
17508,41,55,4,767,5890,958,1757843
20510,13,72,9,8079,1743,930,2061340.7
86558,61,30,3,7133,6639,991,8658462.1
48673,36,58,6,8179,999,576,4877029.7
63326,38,41,7,1925,9781,554,6341005.1
22648,56,22,6,8000,2090,551,2268871.3
79557,9,91,10,3258,3734,643,7963988.2
96598,95,33,4,2256,5450,341,9661903.7
9782,77,38,9,7059,6277,826,981058.1
72078,95,59,10,4632,270,880,7212517.6
78164,72,65,9,5115,5707,449,7823145.2
80947,94,48,5,1216,4439,187,8103183.6
94978,24,11,5,6898,5326,755,9501576.8
34074,32,96,5,67,1403,707,3416825.1
26355,95,7,5,9721,6997,927,2641204.5
28435,46,50,9,1244,7263,698,2845599.8
13397,61,41,9,793,9517,527,1350379.8
10751,1,61,6,4281,4573,205,1085070.8
17761,19,5,8,2902,5026,941,1777289.4
91591,54,71,8,4299,12,798,9164769.8
19608,24,83,4,9804,4162,657,1972444.9
25813,23,7,4,5695,1411,202,2586402.8
39526,78,55,2,5454,7380,787,3957780.9
59316,25,64,4,7700,5478,818,5933722.8
27725,29,58,5,6740,5829,484,2774997.3
86677,87,64,3,1073,9743,694,8675635.7
92508,34,67,4,3489,4555,434,9257932.3
98668,60,71,10,5336,7793,422,9873946.9
18706,14,58,4,6232,4431,287,1873699.2
48950,28,96,6,2147,1817,174,4898771.5
92867,56,71,7,2813,9482,325,9289807.1
6796,66,21,8,2700,8971,808,683707.3
27465,65,39,2,374,9127,611,2751182.6
64520,79,68,8,565,6692,442,6459251.7
89455,50,32,9,6279,7260,601,8954183.9
93192,53,45,3,7786,4858,248,9321511.4
3864,11,80,7,2453,8700,358,394535.5
69261,92,18,6,4517,6155,682,6934022.8
54774,15,21,10,3092,8069,123,5484776.8
41879,62,45,10,1103,2097,657,4193646.4
23770,48,52,6,8886,1620,343,2382033
47217,64,5,10,4201,1303,992,4722631.3
85050,26,55,2,1480,6206,630,8513913.3
5505,33,94,5,7525,5416,189,557067.1
2875,78,25,5,9590,5923,293,290996.7
27279,37,57,3,1731,3408,215,2739499.3
84031,68,62,4,1078,7601,848,8413588.1
88410,87,89,5,3973,6789,468,8851564.4
55275,2,10,2,6676,8568,194,5531336.2
43890,92,58,7,626,1088,562,4392741.8
54977,51,10,7,5615,8100,300,5498970.4
10168,25,11,10,3695,2162,794,1018147
24633,76,62,5,3552,2008,458,2473370.6
47618,49,56,2,5133,1081,128,4767731.2
87761,19,84,6,8498,7376,985,8780796.5
74909,92,97,1,551,8988,522,7492808.4
53765,22,69,3,5780,7430,633,5383781.8
6948,91,24,5,2978,7347,942,700525.8
50582,34,6,3,3298,4181,955,5058897.2
2535,50,17,1,8057,4199,461,254139.9
91180,12,36,9,6233,9847,827,9124383.3
79420,32,2,3,5096,2968,882,7950297.4
21187,45,31,6,5983,1612,633,2126037.9
38569,16,13,1,1677,4409,640,3857629.8
72180,56,17,10,874,7851,256,7219866.8
43571,62,71,8,5582,6231,886,4359454.5
70891,29,89,5,2273,1769,691,7095721.2
51050,53,6,3,5315,5923,442,5107815.9
5443,7,72,8,5871,6172,335,553876
57243,22,10,10,2782,9257,348,5729138.4
52378,58,25,1,824,5696,724,5243913.9
93213,47,44,2,3442,2650,678,9329273.2
74624,79,79,8,4921,2235,543,7472113.4
47607,3,13,6,4708,3744,183,4763835.9
75556,53,38,5,7875,5529,964,7560024.9
53250,15,66,8,4158,316,188,5333073.4
39621,9,58,3,9093,4996,351,3972664.7
49694,69,100,4,2594,2874,516,4980264.3
97884,37,5,10,8357,263,775,9789569.6
62783,38,4,9,1926,4423,602,6281080.8
26216,36,41,9,2876,1933,668,2628209.1
18488,39,81,4,1717,8856,671,1857621.8
21573,46,71,9,6957,1506,429,2167154.1
77158,17,12,6,4271,8324,252,7721334.3
5872,34,60,8,5599,7795,399,594047.9
35894,4,7,7,5623,2451,394,3593541.1
50733,74,77,2,4902,3383,910,5080606.3
34525,16,70,2,8773,2547,687,3457650.9
24775,93,16,10,1404,9064,923,2478872.8
10841,93,19,6,4556,3040,743,1087980.9
10092,70,89,2,1367,7462,289,1013476.2
84004,89,32,1,9296,4463,352,8409632.4
18382,98,96,5,3381,4110,421,1850716.9
65453,2,24,9,7931,9048,273,6547199.8
62615,23,32,3,9747,4217,423,6271258.3
85871,62,94,4,5811,3786,218,8591699.7
93872,59,54,10,9364,7196,639,9394164.6
97766,25,47,3,6803,5026,895,9782882.4
14473,3,90,6,3317,8265,307,1458956.6
95180,5,90,2,7513,6148,197,9529323.9
44230,45,83,5,7989,7466,545,4425260.1
733,83,89,9,8578,1495,253,83786.4
42259,57,22,2,2212,7977,561,4229424.7
37317,19,18,6,1654,315,950,3737311.3
89655,37,40,10,1869,4519,281,8969499.3
34777,22,48,1,8890,9949,499,3485215
93375,54,97,6,3408,7326,381,9349234.9
92424,42,61,9,3143,8902,638,9252356.4
84512,61,31,1,4506,2709,637,8456557.8
62571,10,73,9,4434,3510,988,6267676
37341,37,17,5,9591,5926,680,3740485.7
15179,43,75,8,1577,4220,130,1523292.6
19093,93,9,2,7959,6377,942,1914448.9
83956,59,53,10,6703,1077,390,8401559.4
76435,28,16,6,7590,3230,309,7654285.6
13395,74,2,7,5146,2265,795,1347394.7
25187,16,23,9,3775,529,441,2520404.1
39193,96,31,3,783,7603,930,3928675.7
70525,57,70,5,6027,4555,718,7065207.3
54620,82,89,6,5408,8103,988,5474758.1
87557,10,41,9,3463,8093,722,8764296.5
15195,14,38,9,3838,8302,678,1522445.3
46445,85,22,5,5873,2599,772,4648828.1
44223,6,42,7,5301,8483,121,4431171.8
65165,19,97,6,3767,5246,926,6523661.6
63223,52,66,9,9008,2000,187,6331257.5
36636,24,9,4,182,2752,324,3668391.6
29526,22,67,2,7919,6085,934,2960766
80475,66,78,3,7862,5191,571,8051999.2
77967,67,3,7,2396,2240,581,7802836.9
8400,27,75,9,53,220,746,855584.8
76844,83,45,7,9298,5088,168,7687475.8
21245,89,91,9,2652,6202,963,2130072.8
149,28,43,1,411,475,110,23653.1
20178,72,93,1,8743,9058,616,2029287.7
80294,94,29,5,2047,9446,365,8034726.1
29570,24,32,4,6900,9341,921,2959463.2
76746,49,76,4,4499,8144,342,7685980.7
66415,8,10,1,7216,3430,306,6649811.2
17553,15,30,3,689,4490,698,1757689.7
55994,14,33,2,9205,9564,123,5610385.6
27399,78,68,2,697,682,417,2748170.4
65137,79,1,2,3489,9680,531,6516431.6
56625,40,38,10,9272,8255,812,5665903.9
56003,2,47,1,2105,4637,123,5606255
74545,15,60,9,4402,8431,952,7464550.6
62644,47,19,6,8846,768,148,6266262.9
88065,89,20,2,450,9679,831,8808060.3
7925,2,12,7,6134,5690,751,793551.1
94409,26,75,7,6193,3936,845,9450280.5
35307,50,66,8,1656,5414,332,3534202
85490,75,63,1,392,3256,103,8554823.2
39853,66,78,2,699,9491,434,3988957.7
28056,56,67,3,5397,8863,389,2811125.7
94620,49,28,1,3818,3487,668,9464860.1
57054,73,26,4,3472,9058,655,5711549.3
40095,14,41,9,8160,5969,924,4016266.5
24558,94,82,2,9742,8039,274,2462916.7
98665,11,80,9,6385,8513,178,9872450.7
98616,23,59,3,6929,6676,304,9863704.1
42363,12,74,8,6294,6032,316,4240879.1
65294,60,94,9,810,9713,717,6542693.8
44508,56,40,6,9095,8497,655,4456584.8
24905,99,49,9,5852,4135,801,2493994.4
82779,2,73,4,2306,6234,615,8286007.7
53340,28,72,10,1901,6745,586,5336464.1
97474,72,60,2,8016,3167,233,9759389.8
47747,22,99,4,8026,7764,726,4782005
10450,15,47,8,5418,7566,307,1056116.9
43902,50,96,6,5355,3508,348,4396635
8308,74,10,4,5579,2468,283,837632.1
51587,56,45,4,7621,4369,833,5166261.2
70055,68,31,2,9258,2511,543,7012927.2
22585,22,29,5,9716,5074,161,2265600.8
47257,56,79,10,8621,8262,405,4733393.2
475,23,18,6,9593,2913,189,51031.9
14691,93,48,6,6160,2170,830,1475251.1
21818,55,76,4,5746,3337,220,2195161.1
58567,92,29,3,9840,9683,376,5865940.1
58806,12,74,7,1230,1973,817,5892769
5518,98,59,4,4645,7088,337,554002.2
82728,40,99,5,3520,796,413,8277263.1
46957,35,32,10,3946,1152,664,4702732.1
12834,68,74,2,4960,5242,579,1293966.4
27632,62,88,10,480,937,279,2767841.1
32778,83,76,6,6818,5182,856,3286996.5
51679,63,39,1,1687,7621,422,5176042.3
25363,38,37,1,1104,6025,480,2538406
24451,12,86,8,3311,8286,373,2455578
54000,100,25,4,3108,9254,712,5407486.4
58043,37,91,6,825,4165,936,5814487.6
28780,22,18,3,6379,5644,298,2880890.1
39925,84,69,9,6874,944,616,3999341.9
64499,11,67,1,7264,1143,247,6456934.5
50663,77,42,7,9348,7849,850,5072020.1
88491,74,87,6,5702,2444,712,8860074.8
82363,73,48,3,5783,8271,399,8240927.2
8639,44,93,4,7339,7122,808,872181.8
54627,3,34,8,7542,880,184,5468021.3
22796,75,6,2,5358,826,643,2282740.6
89623,50,71,6,780,5158,337,8966278.5
68665,83,98,10,1736,6932,570,6875325.7
17806,85,48,10,9635,1507,825,1788958.4
95747,30,61,4,27,3430,293,9580216.9
68422,49,54,3,4105,4289,474,6845781.7
19801,9,63,7,9716,4524,665,1986493.9
73693,12,4,4,2188,940,147,7373367.4
39631,19,16,4,8386,7561,534,3964309.1
64250,8,10,9,4703,17,487,6425870.1
98678,95,3,6,6810,1391,556,9873512.3
62815,79,78,6,3481,5081,720,6288969.5
73719,79,95,5,2610,2417,923,7383556.4
19729,30,81,3,1905,4477,591,1980073.3
97543,5,8,4,267,6335,999,9757314.6
32928,85,81,5,2054,9554,178,3299683.9
30164,7,61,8,9196,8476,122,3027330
97854,38,96,8,1911,9946,815,9794720.2
81894,8,38,9,513,9948,839,8190534.4
87637,99,76,2,5800,313,614,8769314.1
97355,2,24,1,5554,9627,646,9743997.9
62859,79,99,8,7664,8744,713,6296801
6032,15,97,10,8352,8930,621,613823.7
93180,91,3,2,2120,5643,653,9323693.2
74062,4,96,3,2906,5853,566,7418356.3
40680,92,50,1,2445,3663,326,4075291.3
33724,66,47,2,3013,8937,521,3377381.2
67830,4,36,10,8,8701,923,6788996.1
32824,70,50,8,8068,9387,292,3283900.8
15656,41,87,6,7294,8554,420,1573398.8
41369,18,71,7,433,6704,256,4141342.3
41049,73,19,6,389,6118,343,4109822
27339,15,88,4,3443,9612,133,2746839.3
57102,94,73,5,1093,3102,789,5720511.8
99454,86,24,5,2635,5112,698,9958152.2
60930,62,99,3,3494,1097,797,6101689.7
88930,69,89,7,9079,2713,482,8902346.5
40363,24,77,8,2048,4194,501,4038464.6
62468,54,21,5,5092,339,553,6252168.8
51483,13,94,4,8346,4833,240,5157565.2
34291,24,51,2,8823,6357,320,3436795.2
29019,52,27,5,3914,9094,729,2903072.6
24186,100,69,9,2481,3336,908,2425111.3
81453,89,83,4,4244,3735,527,8152737.7
7001,46,47,6,8165,3244,858,707137.2
52059,69,22,2,1308,1138,349,5210227
45248,52,99,9,5903,5632,408,4540276.8
25176,89,80,8,4908,6330,916,2522970.7
63065,17,20,9,1468,6064,564,6311962.6
78613,51,35,5,8045,3226,801,7863369.6
77117,68,69,9,2503,3281,312,7720395.2
72381,93,20,3,2130,7783,256,7242040
90193,32,3,10,5262,8804,675,9024029
82226,41,29,10,1354,955,884,8227563.4
98768,63,11,8,6321,1237,165,9879363
78972,6,70,2,7448,1279,849,7904128.4
40345,15,22,7,131,7601,495,4037269.1
72254,15,78,9,3986,414,531,7233115.1
57944,48,78,6,2693,5342,414,5802614.1
61632,22,69,2,9732,7528,849,6168699
78797,93,54,8,4633,6930,138,7884093.4
20001,26,54,6,6976,4926,876,2004766.3
88591,6,93,10,4000,4443,697,8873534.8
40378,81,26,1,3836,2682,319,4046345.9
67498,24,21,4,2571,6694,849,6753907.7
92002,66,64,8,7791,7261,286,9201705.1
32115,84,41,10,1540,1794,694,3214734
7490,11,98,3,5403,5495,897,765190.2
64164,47,49,2,6643,2420,273,6427021.6
11685,85,13,6,362,3584,299,1173785.3
91967,44,44,5,6259,2785,513,9198819.8
604,76,73,10,1599,1999,920,71712.5
58108,35,80,4,5339,8889,219,5818911.3
41048,4,31,2,8533,235,345,4107100.1
69513,11,75,2,8366,6543,941,6958375.5
17040,34,55,1,5811,7670,397,1709341.9
59050,28,74,5,6208,1658,965,5914478.1
25870,6,3,2,8108,4033,339,2590169.2
69174,93,94,4,923,1506,177,6929833.8
95273,61,45,9,34,1256,350,9537187.4
42264,55,66,8,7961,3897,238,4231907.7
844,40,82,3,9680,4126,164,98546
31350,73,11,6,6125,8000,259,3136370.3
61942,2,18,3,5968,1804,143,6197760.1
37164,46,38,10,3819,3245,951,3721736.1
35985,100,51,10,3953,34,430,3610020.7
81222,13,100,4,6390,334,452,8129951.3
46068,84,43,4,3647,9609,870,4614136.1
47824,52,12,7,9562,3717,793,4784201.3
65308,38,75,7,3714,7479,698,6535120.3
99885,2,5,3,2965,637,362,9989210.1
429,58,29,5,2561,2352,780,53940.1
25224,8,48,10,2106,5726,759,2529744.6
47563,82,55,4,931,5691,374,4765002
78037,11,65,4,2500,2644,924,7811853.8
63026,19,7,4,349,361,872,6307284.4
79830,96,20,4,7666,3908,476,7989770.6
11826,33,17,9,9373,1366,662,1186605.1
52178,15,96,7,4680,8200,332,5228450.8
50418,69,81,4,5888,6516,801,5049859.5
53434,70,90,2,7719,1508,354,5346181.9
76383,22,22,9,7668,8397,211,7641724.1
67985,47,92,6,141,839,263,6802989.1
54780,70,3,6,2957,4536,704,5480478.7
50121,2,74,7,4289,6636,455,5020674.6
44064,74,55,4,10000,8795,711,4413732.1
28481,74,6,5,3397,7297,778,2854717.3
47831,53,6,10,2538,6505,976,4786864.2
46211,47,77,5,6159,9676,776,4629859.3
32250,5,94,3,5313,4953,676,3236484.1
58958,10,42,1,7832,551,914,5903746.7
17786,8,38,5,9748,6209,679,1784679.2
6284,3,21,4,1898,8827,768,631188.6
59615,17,8,7,6028,1776,746,5963967
48577,76,20,7,2025,2478,681,4862984.7
66859,18,47,9,8306,1810,159,6688391.8
53381,86,19,10,3504,9737,204,5339727.1
45580,88,100,6,2481,9869,439,4569449.5
25440,47,12,2,959,8737,345,2549452.1
31598,63,39,9,7048,8714,710,3165856.9
23073,45,93,6,2764,3974,795,2310872.1
59049,94,91,5,7928,3725,746,5910896.8
93674,27,75,3,5736,6812,821,9375903.9
76446,54,29,7,8752,7152,987,7651735.1
41926,8,89,9,2806,5989,102,4198279.5
80976,87,55,7,4642,9317,788,8102795
11470,93,25,8,6048,6393,420,1148699.6
79723,71,17,7,6409,3614,940,7976910.1
34838,45,95,8,127,8233,132,3490058.2
28303,23,29,9,4559,8414,377,2833274.6
93490,45,15,9,8138,7038,350,9355490.2
17950,57,69,10,1925,1408,910,1802294.6
388,11,51,9,1071,4721,937,44847.8
2739,41,57,6,6996,1984,597,277462.2
7603,47,56,8,131,3040,604,763363.9
15555,33,8,4,1635,4738,647,1564014.8
78847,12,30,8,4919,2179,424,7888002.5
30596,41,69,9,6656,7128,579,3063030.8
37395,88,19,7,610,9742,912,3741187.8
27918,42,71,1,6322,3500,222,2798713.6
43789,83,1,5,3713,789,998,4383378.7
15728,76,12,8,3436,384,253,1577515.7
74409,95,56,10,5850,1436,592,7447750
29114,18,12,9,3591,6866,799,2919917.4
99539,34,75,9,5552,8336,919,9963045.1
73748,47,72,9,6305,5609,930,7382612.1
64273,65,14,6,2525,2874,463,6433844.3
83405,16,86,2,5515,5295,550,8347406
48652,25,5,2,402,7114,468,4866264.2
53034,62,52,8,5609,5880,295,5312035.2
67294,98,83,5,8838,2034,627,6737871.6
6940,24,17,9,1437,7374,253,695809.4
74857,19,55,5,5220,5054,326,7495795.1
23365,63,53,1,8296,6639,697,2343955.6
53591,91,66,7,3909,1399,804,5365278.8
13612,57,29,1,2371,9910,955,1367128.9
63189,4,1,1,3048,122,791,6319752.4
43441,42,45,10,2301,3183,954,4349056
3995,76,56,1,6351,1647,511,406628.1
43133,81,68,7,2255,6877,214,4321653.6
90323,27,95,6,1823,2630,964,9037654.9
50164,68,17,6,5797,3839,454,5022955.5
38713,64,13,7,253,1791,463,3876407.2
5140,35,83,2,3465,7684,882,515580.6
64827,50,54,6,8197,760,690,6491283.9
34956,3,93,8,7769,5202,849,3508101.3
87810,52,76,4,805,6407,488,8793955.5
46349,76,24,9,8950,1604,131,4636590.5
96704,63,61,9,6136,7497,824,9672864.9
57314,63,60,7,5477,9367,681,5733991.1
42421,69,24,8,86,4341,521,4246970.1
